"MAVCAP","mavcap"
"Empresa Nacional de Innovación","empresa-nacional-de-innovacin"
"S.C.R.","s-c-r"
"Sopromec Participations","sopromec-participations"
"Biocomm Services Pty Ltd","biocomm-services-pty-ltd"
"Bundeswirtschaftsministerium","bundeswirtschaftsministerium"
"NYC EDC","nyc-edc"
"�lands Investerings","lands-investerings"
"Enterprise 2000 Fund","enterprise-2000-fund"
"PinkPg Ltd","pinkpg-ltd"
"Prime Industries","prime-industries"
"Aelios Finance","aelios-finance"
"New York Stock Exchange","new-york-stock-exchange"
"partner ventures","partner-ventures"
"InnoFinance Oy","innofinance-oy"
"Beta Capital Sociedade de Capital de Risco","beta-capital-sociedade-de-capital-de-risco"
"Tactics II Stem Cell Ventures","tactics-ii-stem-cell-ventures"
"Sam Zell’s Equity Group Investments","sam-zells-equity-group-investments"
"Sixth Floor Investors","sixth-floor-investors"
"Jolmo Capital Management","jolmo-capital-management"
"Masters Capital","masters-capital"
"Shanghai Industrial Holdings","shanghai-industrial-holdings"
"Lucid Ventures","lucid-ventures"
"Sarsia Seed Management","sarsia-seed-management"
"Gujarat Venture Finance","gujarat-venture-finance"
"Société d'aide à la création et au développement d'entreprise","socit-daide-la-cration-et-au-dveloppement-dentreprise"
"Gulf Capital","gulf-capital"
"Ericcson Venture Partners","ericcson-venture-partners"
"NEC Corporation","nec-corporation"
"Elliott Associates","elliott-associates"
"SKY Private Equity","sky-private-equity"
"Balfour LLC","balfour-llc"
"Hallett Capital","hallett-capital"
"CalCef Clean Energy Fund","calcef-clean-energy-fund"
"Georgian Pine Investments","georgian-pine-investments"
"bScope Partners","bscope-partners"
"Standard Chartered Private Equity","standard-chartered-private-equity"
"Alonim Investments","alonim-investments"
"Marathon Asset Management","marathon-asset-management"
"Soros Fund Management","soros-fund-management"
"CEI Ventures","cei-ventures"
"Silicon Hill Ventures ","silicon-hill-ventures"
"K.K.A.R Ventures K.K","k-k-a-r-ventures-k-k"
"Digital Power Capital","digital-power-capital"
"Start Me Up","start-me-up"
"FIER-Montestrie Capital","fier-montestrie-capital"
"V�sternorrlandsfonden","vsternorrlandsfonden"
"Investa Företagskapital","investa-fretagskapital"
"SamInvest Mitt","saminvest-mitt"
"Za??s gaismas invest?cijas","zas-gaismas-investcijas"
"Sud Angels","sud-angels"
"Mezzanin Kapital","mezzanin-kapital"
"VIT Technology Business Incubator","vit-technology-business-incubator"
"Export Development Canada","export-development-canada"
"Technology Capital","technology-capital"
"SolarWinds","solarwinds"
"Lucent Worldwide Services","lucent-worldwide-services"
"Columbia Partners Private Capital","columbia-partners-private-capital"
"JatoTech Ventures","jatotech-ventures"
"Korean Development Bank","korean-development-bank"
"SeaBright Asset Management","seabright-asset-management"
"la Caixa","la-caixa-2"
"Vertex Management","vertex-management"
"iD SoftCapital Group","id-softcapital-group"
"Grand Delta Angels","grand-delta-angels"
"Alumni Entreprendre","alumni-entreprendre"
"Western Investment Fund","western-investment-fund"
"Midinvest Management","midinvest-management"
"Frankel Commercialization Fund","frankel-commercialization-fund"
"Mountainview Opportunistic Growth Fund","mountainview-opportunistic-growth-fund"
"Harborview Advisors","harborview-advisors"
"reInvention Capital","reinvention-capital"
"VRP Rhineland Palatinate Fund","vrp-rhineland-palatinate-fund"
"WFT Ventures","wft-ventures"
"ECI Partners","eci-partners"
"CHI Capital","chi-capital"
"Delphis Holdings Limited","delphis-holdings-limited"
"3Com Ventures","3com-ventures"
"Contender Capital","contender-capital"
"Gray Ventures","gray-ventures"
"Jönköping Business Development","jnkping-business-development"
"Création et Croissance Centre","cration-et-croissance-centre"
"Peppertree Capital Fund","peppertree-capital-fund"
"Texas Capital Management","texas-capital-management"
"Alliance Investment Management","alliance-investment-management"
"Cyrus Capital Partners","cyrus-capital-partners"
"BA Venture Partners","ba-venture-partners-2"
"PersonalFN","personalfn"
"StepStone Group","stepstone-group"
"Crossbow Ventures","crossbow-ventures"
"dievini Hopp Biotech Holding","dievini-hopp-biotech-holding"
"T-Online Ventures","t-online-ventures"
"Torteval Investments","torteval-investments"
"RFID Invest","rfid-invest"
"FIBI Holding","fibi-holding"
"Delek Group","delek-group"
"learninsurance - Insurance License Training","learninsurance-insurance-license-training"
"Rhone Group LLC","rhone-group-llc"
"Milan Ventures","milan-ventures"
"JumpStart Foundry","jumpstart-foundry"
"China Renaissance Capital Investment","china-renaissance-capital-investment"
"iLabs Capital","ilabs-capital"
"Annex Ventures","annex-ventures"
"Bortnik","bortnik"
"MFTI","mfti"
"Russia Partners","russia-partners"
"VTB Capital Investment Management","vtb-capital"
"LC Capital","lc-capital"
"CAPE Natixis","cape-natixis"
"Fidelity Growth Partners Europe","fidelity-growth-partners-europe"
"SAM Private Equity","sam-private-equity"
"Carlos Bhola","carlos-bhola"
"SAM Venture Partners","sam-venture-partners"
"DKA Capital","dka-capital"
"Innfond","innfond"
"Slottsbacken","slottsbacken"
"Chemical Bank","chemical-bank"
"MOOMBA","moomba"
"LRIM","lrim"
"Megunticook Management","megunticook-management"
"IDG Technology Venture Investment","idg-technology-venture-investment-2"
"Kibo Technology Advancing Capital","kibo-technology-advancing-capital"
"GE Healthymagination Fund","ge-healthymagination-fund"
"Origin Partners","origin-partners"
"EDBV Management","edbv-management-2"
"LD&A","ld-a"
"Rainbow Media","rainbow-media"
"Ziegler Meditech Equity Partners","ziegler-meditech-equity-partners"
"Juice Digital","juice-digital"
"Aud Multi Media, Inc.","aud-multi-media-inc"
"Nampak","nampak"
"Chemical Bk","chemical-bk"
"East River Ventures","east-river-ventures"
"Bonetsky Enterprises","bonetsky-enterprises"
"William Mercer Limited","william-mercer-limited"
"Olivetti Ventures","olivetti-ventures"
"AL-DEERA Holding","al-deera-holding"
"Trio Capital","trio-capital"
"Hyper Group Ltd","hyper-group-ltd"
"Crimson Investment","crimson-investment"
"Formula Ventures","formula-ventures"
"Themis Equity Partners","themis-equity-partners"
"Taishan Invest AG ","taishan-invest-ag"
"Penny Black","penny-black"
"Countyline","countyline"
"Agave Capital","agave-capital"
"Convergent Investors","convergent-investors"
"Baring Private Equity Asia","baring-private-equity-asia"
"Ochre Media Private Limited","ochre-media-private-limited"
"Boston Capital Ventures","boston-capital-ventures"
"Optical Capital Group","optical-capital-group"
"Wekix","wekix"
"Empreende Jovem","empreende-jovem"
"Silverstar Holdings","silverstar-holdings"
"Selway Partners","selway-partners"
"Power of the Dream Ventures","power-of-the-dream-ventures"
"Canberra Business Development Fund","canberra-business-development-fund"
"Core Growth Capital","core-growth-capital"
"RNR Ventures","rnr-ventures"
"Ericsson Venture Partners","ericsson-venture-partners"
"Adfair Holding A/S","adfair-holding-a-s"
"GNPS","gnps"
"Arcus Ventures","arcus-ventures"
"Camros Capital","camros-capital"
"KLM Capital Group","klm-capital-group"
"FM Management","fm-management"
"Cornerstone Capital","cornerstonecapital"
"IXcore","ixcore"
"Silk Invest","silk-invest"
"SpaceVest Capital","spacevest-capital"
"Sunsino Ventures Group","sunsino-ventures-group"
"Atherton Venture Partners","atherton-venture-partners"
"GC Investments","gc-investments"
"HamiltonTech Capital Partners","hamiltontech-capital-partners"
"The Invus Group","the-invus-group"
"Stonepine Advisors","stonepine-advisors"
"Octane Capital Management","octane-capital-management"
"Aberdeen Asset Management","aberdeen-asset-management"
"Gartmore Investment Management","gartmore-investment-management"
"Pearl Street Venture Funds","pearl-street-venture-funds"
"Community Investment Corporation","community-investment-corporation"
"Katsura Investments","katsura-investments"
"the connectors","the-connectors"
"Espírito Santo Tech Ventures","esprito-santo-tech-ventures"
"Bestport Ventures","bestport-ventures"
"Provider Venture Partners","provider-venture-partners"
"LU Innovation","lu-innovation"
"SHS Gesellschaft f�r Beteiligungsmanagement mbH","shs-gesellschaft-fr-beteiligungsmanagement-mbh"
"L-Bank","l-bank"
"Starlight Investments","starlight-investments"
"Young Turk Ventures","young-turk-ventures"
"Zoovee Ventures","zoovee-ventures"
"Landa Ventures","landa-ventures"
"Nuevo Private Equities","nuevo-private-equities"
"SAIC Venture Capital","saic-venture-capital"
"Pi Capital","pi-capital"
"QinetiQ Ventures","qinetiq-ventures"
"Monet Capital","monet-capital"
"BodogBrand","bodogbrand"
"Quest Ventures","quest-ventures"
"DTU Innovation","dtu-innovation"
"Scheer Partners Investments","scheer-partners-investments"
"Carilion Biomedical Institute","carilion-biomedical-institute"
"Nationwide Mutual Capital","nationwide-mutual-capital"
"Trujillo Group","trujillo-group"
"NFP fund","nfp-fund"
"RENN Capital","renn-capital"
"Crestview Capital","crestview-capital"
"Straus Partners","straus-partners"
"Straus GEPT","straus-gept"
"Peregrine Ventures","peregrine-ventures"
"Sage Technology Ventures","sage-technology-ventures"
"GEN3 Capital Fund","gen3-capital-fund"
"BlueBubbleLab","bluebubblelab"
"Centripetal Capital Partners","centripetal-capital-partners"
"Rock Creek Capital","rock-creek-capital"
"Stratum Wealth Management","stratum-wealth-management"
"Jemison Investment Company","jemison-investment-company"
"Slovak American Enterprise Fund","slovak-american-enterprise-fund"
"Andersen Advisory Group","andersen-advisory-group"
"m8 Capital","m8-capital"
"DZ Equity Partner","dz-equity-partner"
"Lazard","lazard"
"NexTag","nextag"
"GTCR Golder Rauner","gtcr-golder-rauner"
"EXTOREL Management","extorel-management"
"Republic Financial Corporation","republic-financial-corporation"
"HackFwd","hackfwd"
"42 Ventures","42-ventures"
"Brandmile","brandmile"
"VoucherWOW","voucherwow"
"Ole Jensen Invest","ole-jensen-invest"
"Vesterhavet","vesterhavet"
"WFD Ventures","wfd-ventures"
"Investessor","investessor"
"Manesman","manesman"
"Rocky Hill","rocky-hill"
"Cava Capital","cava-capital"
"Next World Capital","next-world-capital"
"ATV Capital","atv-capital"
"MK Energy and Infrastructure","mk-energy-and-infrastructure"
"Shannon Development Company","shannon-development-company"
"Payday Loans No Faxing","payday-loans-no-faxing"
"Mercantile Discount Bank","mercantile-discount-bank"
"Juneau Capital","juneau-capital"
"Cybele Holdings","cybele-holdings"
"Cybele Venture Capital","cybele-venture-capital"
"SSE Labs","sse-labs"
"CRP Sante","crp-sante"
"Acquicor Management","acquicor-management"
"Foresee Equity Management","foresee-equity-management"
"Kestrel Capital","kestrel-capital"
"Radical Investments","radical-investments"
"Clal Finance Mutual Funds Ltd","clal-finance-mutual-funds-ltd"
"SciVentures Investments","sciventures-investments"
"Epicorp","epicorp"
"M-Group","m-group"
"Capybara Ventures","capybara-ventures"
"�toile ID","toile-id"
"INROADS Capital Partners","inroads-capital-partners"
"Liberty Partners","liberty-partners"
"United Investors Group","united-investors-group"
"Adlevo Capital","adlevo-capital"
"Korea Israel Industrial R&D Foundation","korea-israel-industrial-r-d-foundation"
"Intelligent Venture Capital","intelligent-venture-capital"
"Fraunhofer Venture","fraunhofer-venture-gruppe"
"NPI Ventures","npi-ventures"
"RTF Management","rtf-management"
"Brainspark","brainspark"
"Mic AG","mic-ag"
"Vitegic","vitegic"
"Wealth Masters International Consulting","wealth-masters-international-consulting"
"Church Loan Services, LLC","church-loan-services-llc"
"PH7 Marketing","ph7-marketing"
"Teldat Group","teldat-group"
"Hart Ventures","hart-ventures"
"Sandbox Industries","sandbox-industries"
"Business Creation Center Salzburg","business-creation-center-salzburg"
"Criterion Capital Partners","criterion-capital-partners"
"Rock Financial Partners","rock-financial-partners"
"phiLabs","philabs-2"
"Thiwtlig Management","thiwtlig-management"
"Fontinalis Partners","fontinalis-partners"
"NAIMI group","naimi-group"
"IRPLLC","irpllc"
"Social Business Bank","social-business-bank"
"The Oklahoma Publishing Company","the-oklahoma-publishing-company"
"DIRECT MAIL LINK","direct-mail-link"
"Shenzhen Municipal Government","shenzhen-municipal-government"
"Teralys Capital","teralys-capital"
"The Creative Concept, Inc.","the-creative-concept-inc"
"Innovasjon Norge","innovasjon-norge"
"Sparebanken Vest","sparebanken-vest"
"Bonanza invest","bonanza-invest"
"Fjord Invest","fjord-invest"
"Fontana Brand","fontana-brand"
"Annapurna Ventures","annapurna-ventures"
"Berenson & Company","berenson-company"
"AGS Capital Group","ags-capital-group"
"WK Technology Fund","wk-technology-fund"
"Parawin Venture Capital","parawin-venture-capital"
"Payday Loans No Faxing Australia","payday-loans-no-faxing-australia"
"NextView Ventures","nextview-ventures"
"BCE Capital","bce-capital-3"
"U.S. Bancorp","u-s-bancorp"
"Quest Capital Management, Inc .","quest-capital-management-inc"
"Momentum","momentum"
"MediaPact Capital","mediapact-capital"
"PNC Business Credit","pnc-business-credit"
"Gladstone Capital","gladstone-capital"
"IT Capital","it-capital-2"
"Angelitos","angelitos"
"Corriente Biotechnology Partners","corriente-biotechnology-partners"
"Mizuho Securities","mizuho-securities"
"Cape Securities","cape-securities"
"Zesiger Capital","zesiger-capital"
"Sano Ventures","sano-ventures"
"BSI SA","bsi-sa"
"Biofrontier Partners","biofrontier-partners"
"Private Life Biomed","private-life-biomed"
"Larkspur Capital Corporation","larkspur-capital-corporation"
"Pequot Ventures","pequot-ventures-3"
"Milepost Ventures","milepost-ventures"
"Cogene Ventures","cogene-ventures"
"Diamond Capital Company","diamond-capital-company"
"Kitty Hawk Capital","kitty-hawk-capital"
"Western States Investment Group","western-states-investment-group"
"Charitable Leadership Foundation","charitable-leadership-foundation"
"3wVentures.com","3wventures-com"
"Arthur Zaske & Associates","arthur-zaske-associates"
"Insight 2811 Technology Entrepreneur Fund","insight-2811-technology-entrepreneur-fund"
"AWM Investment Company","awm-investment-company"
"Sternhill Partners","sternhill-partners"
"YMG Capital Management","ymg-capital-management"
"Biotechonomy","biotechonomy"
"CX Venture Group","cx-venture-group"
"Cape Family Fund","cape-family-fund"
"Lansing Brown Investments","lansing-brown-investments"
"St. Paul Venture Capital","st-paul-venture-capital"
"Medica Venture Partners","medica-venture-partners"
"CERN Pension Fund","cern-pension-fund"
"Perceptive Advisors","perceptive-advisors"
"Bristol Capital Advisors","bristol-capital-advisors"
"Commerce Health Capital","commerce-health-capital"
"Alice Ventures","alice-ventures"
"Global Opportunities (GO) Capital Asset Management","global-opportunities-go-capital-asset-management"
"Catella Healthcare Investments","catella-healthcare-investments"
"Varma Mutual Pension Insurance Company","varma-mutual-pension-insurance-company"
"Capital Stage","capital-stage"
"Tokio Marine Capital","tokio-marine-capital"
"Covington Capital","covington-capital"
"Yissum Research Development","yissum-research-development"
"The Trader Management Company","the-trader-management-company"
"Rima Management","rima-management"
"Fifth Third Asset Management","fifth-third-asset-management"
"Balyasny Asset Management","balyasny-asset-management"
"Carpe Diem Capital Management","carpe-diem-capital-management"
"Seed ","seed"
"Novi Management","novi-management"
"First New England Capital","first-new-england-capital"
"Raptor Group","raptor-group"
"R Capital","r-capital"
"East Africa Capital Partners","east-africa-capital-partners"
"Fonds Stratégique d'Investissement","fonds-stratgique-dinvestissement"
"Kilmer Capital","kilmer-capital"
"Sparbankstiftelsen Skånes Riskkapitalstiftels","sparbankstiftelsen-sknes-riskkapitalstiftels"
"Länsförsäkringar Skåne","lnsfrskringar-skne"
"Augmenta","augmenta"
"P.U.L.S.","p-u-l-s"
"VTT Ventures","vtt-ventures"
"Lifeline Ventures","lifeline-ventures"
"RAD BioMed Accelerator","rad-biomed-accelerator"
"HBL Hadasit Bio Holdings","hbl-hadasit-bio-holdings"
"Gran Plasa","gran-plasa"
"Workforce Development Partners","workforce-development-partners"
"White Bear Yard","white-bear-yard"
"Matrix Asset Management","matrix-asset-management"
"Greenspring Associates","greenspring-associates"
"Accel Management","accel-management"
"Societe Fonciere Financiere & de Participations","societe-fonciere-financiere-de-participations"
"Pyrénées Gascogne","pyrnes-gascogne"
"Dafna Capital Management","dafna-capital-management"
"Brio Capital","brio-capital"
"FIT-One Holdings","fit-one-holdings"
"BeCapital","becapital"
"ISF Succès Europe","isf-succs-europe"
"The Ontario Capital Growth","the-ontario-capital-growth"
"Cycle Capital","cycle-capital"
"TIME Equity Partners","time-equity-partners"
"BonVenture","bonventure"
"Global Yield Fund","global-yield-fund"
"CCMP Capital Advisors","ccmp-capital-advisors"
"Chinatrust Venture Capital","chinatrust-venture-capital"
"Illuminate Ventures","illuminate-ventures"
"NAXOS Capital Partners","naxos-capital-partners"
"RockWood Equity Partners","rockwood-equity-partners"
"Retro Venture Partners","retro-venture-partners"
"Dutchess Capital","dutchess-capital"
"VentureLink Brighter Future Fund","venturelink-brighter-future-fund"
"Trellis Capital","trellis-capital"
"Allianz ROSNO","allianz-rosno"
"Maxam Capital","maxam-capital"
"C&B Capital","c-b-capital"
"Promotora de Proyectos","promotora-de-proyectos"
"SG Gestion","sg-gestion"
"RoyNat Capital","roynat-capital"
"Cabiedes & Partners","cabiedes-partners"
"North Texas Regional Center of Innovation and Commercialization","north-texas-regional-center-of-innovation-and-commercialization"
"New Cycle Capital","new-cycle-capital"
"Custom House Capital","custom-house-capital"
"Promelys Participations","promelys-participations"
"Investments Search Friends","investments-search-friends"
"International Society of Angel Investors","international-society-of-angel-investors"
"Alpes Développement Durable Invest","alpes-dveloppement-durable-invest"
"Bioprocess Capital Ventures","bioprocess-capital-ventures"
"Marketocracy","marketocracy"
"Greener House Investments","greener-house-investments"
"Optiomi Invest","optiomi-invest"
"Fa Diese 2","fa-diese-2"
"Paca Entreprendre","paca-entreprendre"
"Tri-Star Technology Fund","tri-star-technology-fund"
"Inversión, Gestión y Desarrollo de Capital Riesgo de Andalucía","inversin-gestin-y-desarrollo-de-capital-riesgo-de-andaluca"
"KL Ventures","kl-ventures"
"McLean Capital","mclean-capital"
"Nairbo Investment","nairbo-investment"
"The ERA Foundation","the-era-foundation"
"McLean Watson Capital","mclean-watson-capital"
"Scottish Enterprise Co-investment Fund","scottish-enterprise-co-investment-fund"
"Vivex Capital Group","vivex-capital-group"
"Piemontech","piemontech"
"World Gold Council","world-gold-council"
"Vista Equity Partners","vista-equity-partners"
"Kirkland & Ellis","kirkland-ellis"
"Debevoise & Plimpton","debevoise-plimpton"
"Viola Private Equity","viola-private-equity"
"Larry Rinish dot Com","larry-rinish-dot-com"
"GM Capital Partners","gm-capital-partners"
"DAD ","dad"
"Cusotm Software by Preston","cusotm-software-by-preston"
"Cloud croud","cloud-croud"
"ProVest Portfolio Managment","provest-portfolio-managment-llc"
"Stitcher","stitcher"
"Citi Growth Ventures & Innovation Group","citi-growth-ventures-innovation-group"
"Saratoga Ventures","saratoga-ventures"
"Vivace Digital","vivace-digital"
"DLJ","dlj"
"TransFirst","transfirst"
"Riverside Risk Advisors","riverside-risk-advisors"
"Innovation Endeavors","innovation-endeavors"
"Media Technology Ventures","media-technology-ventures"
"iGlobe Treasury Management","iglobe-treasury-management"
"Cronus Ventures","cronus-ventures"
"Silicon Valley Internet Capital","silicon-valley-internet-capital"
"ARC Associates","arc-associates"
"MediaFund","mediafund"
"Vaughn Woods Financial Group","vaughn-woods-financial-group"
"BB&T Fund","bb-t-fund"
"Film Angels","film-angels"
"Lenfest Capital","lenfest-capital"
"Beechtree Capital","beechtree-capital"
"Triax Capital","triax-capital"
"Norum","norum"
"Ignitas","ignitas"
"ENIAC Ventures","eniac-ventures"
"Board Ex India Pvt Ltd","board-ex-india-pvt-ltd"
"Scottish Venture Fund","scottish-venture-fund"
"PPZ Assets Holding Corp.","ppz-assets-holding-corp"
"Tekes","tekes-2"
"HgCapital","hgcapital"
"Accelmed Fund","accelmed-fund"
"Kalmund Capital","kalmund-capital"
"Ashford Capital","ashford-capital"
"Private Equity Investors","private-equity-investors"
"Sanpaolo IMI Fondi Chiusi","sanpaolo-imi-fondi-chiusi"
"S.A.C. Capital Advisors","s-a-c-capital-advisors"
"Taiwan Development Fund","taiwan-development-fund"
"Defiance Capital","defiance-capital"
"Linden Asset Management ","linden-asset-management"
"Next View Partners","next-view-partners"
"Chestnut Ridge Capital","chestnut-ridge-capital"
"The Hewlett Fund","the-hewlett-fund"
"Northern Rivers Capital Management","northern-rivers-capital-management"
"The Chernin Group","the-chernin-group"
"Bluegrass Angels","bluegrass-angels"
"Lime Rock Partners","lime-rock-partners"
"Développement et Partenariat","dveloppement-et-partenariat"
"Paragon Capital","paragon-capital"
"Ramius Advisors","ramius-advisors"
"Jayhawk Capital","jayhawk-capital"
"Octagon Capital Partners","octagon-capital-partners"
"Whitebox Advisors","whitebox-advisors"
"Renaissance KMU Schweizerische Anlagestiftung","renaissance-kmu-schweizerische-anlagestiftung"
"Albion Ventures","albion-ventures"
"The Trisiras Group","trisiras-group"
"Millennial Media ","millennial-media"
"Elderstreet Investments","elderstreet-investments"
"Elderstreet VCT","elderstreet-vct"
"RoseTech Ventures","rosetech-ventures-2"
"Procom Venture","procom-venture"
"High-Tech Gründerfonds Management","high-tech-grnderfonds-management"
"Aura Capital","aura-capital"
"SIEGMUND Beteiligungsgesellschaft","siegmund-beteiligungsgesellschaft"
"Bouygues Telecom Initiatives","bouygues-telecom-initiatives"
"Shenzhen Leaguer Venture Capital","shenzhen-leaguer-venture-capital"
"RAD Group","rad-group"
"Medinnova","medinnova"
"Riekeles Finans","riekeles-finans"
"Verizon Ventures","verizon-ventures"
"Societe Hospitaliere D'assurances Mutuelles","societe-hospitaliere-dassurances-mutuelles"
"Angel Healthcare Investors","angel-healthcare-investors"
"Beacon Street Capital","beacon-street-capital"
"Sjätte AP-fonden","sjtte-ap-fonden"
"Greenangel Energy","greenangel-energy"
"HTT Sixgen","htt-sixgen"
"Newfund Management","newfund-management"
"Qualitas Equity Partners","qualitas-equity-partners"
"Val'Angels","valangels"
"Sonabank","sonabank"
"Founders Bank of Loudoun","founders-bank-of-loudoun"
"Siemer Ventures","siemer-ventures"
"Mac Invest SA","mac-invest-sa"
"HSBC","hsbc"
"Ouest Angels Capital","ouest-angels-capital"
"Logoden","logoden"
"Mountain Group Capital","mountain-group-capital"
"Nashville Capital Network, Investment Arm","nashville-capital-network-investment-arm"
"Limestone Fund","limestone-fund"
"Heritage Group","heritage-group"
"Carleton Advisors","carleton-advisors"
"HALO Capital Group","halo-capital-group"
"MSBi Valorisation","msbi-valorisation"
"Minority Angel Investor Network","minority-angel-investor-network"
"SKY FUND","sky-fund"
"G3 Creative","g3-creative"
"Icreon Communications","icreon-communications"
"BES Management","bes-management"
"Lunds Universitets Utvecklingsbolag","lunds-universitets-utvecklingsbolag"
"Sydsvensk Entreprenörfond","sydsvensk-entreprenrfond"
"CVC Private Equity","cvc-private-equity"
"New Zealand Venture Investment Fund","new-zealand-venture-investment-fund"
"Venture Accelerator","venture-accelerator"
"Hoglund, Chwialkowski & Mrozik, PLLC.","hoglund-chwialkowski-mrozik-pllc"
"SVB Capital","svb-capital-1"
"Almi Invest","almi-invest"
"Hudson River Angels","hudson-river-angels"
"Innovationsbron Rendera Såddkapital","innovationsbron-rendera-sddkapital"
"F2 Ventures","f2-ventures"
"Huntington Capital","huntington-capital"
"Noaber","noaber"
"CLS Holdings","cls-holdings"
"SDR Ventures","sdr-ventures"
"Maayan Technology Ventures","maayan-technology-ventures"
"Ask4Loan.co.uk","ask4loan-co-uk"
"Estreet Limited","estreet-limited"
"Ouest Angels Developpement","ouest-angels-developpement"
"Francesco Micheli Associati","francesco-micheli-associati"
"Corporate Finance Partners CFP & Founders Investments","cfp-founders-investments"
"Freedom Financial","freedom-financial"
"Green Peak Partners","green-peak-partners"
"Unsecured Loans UK","unsecured-loans-uk"
"Seed Capital Fund of CNY","seed-capital-fund-of-cny"
"Bay Colony Capital","bay-colony-capital"
"Tech Valley Angel Network","tech-valley-angel-network"
"ESSEC VENTURES","essec-ventures-2"
"LIOR INVESTISSEMENTS","lior-investissements"
"Rochester Angel Network","rochester-angel-network"
"Long Island Angel Network","long-island-angel-network"
"University of Buffalo","university-of-buffalo"
"North Coast Angel Fund","north-coast-angel-fund"
"UCSD Rady Venture Fund","ucsd-rady-venture-fund"
"Leung Maritime Group","leung-maritime-group"
"Bandbreed","bandbreed"
"500 Startups","500-startups"
"T Capital Management","t-capital-management"
"HeadStart Ventures","headstart-ventures"
"Runa Capital","runa-capital"
"Hire Professional Web Developers","hire-professional-web-developers"
"Proto Investment Partners","proto-investment-partners"
"Wedbush","wedbush"
"BOLDstart Ventures","boldstart-ventures"
"DeltaPoint Capital Management","deltapoint-capital-management"
"Mount Royal Ventures","mount-royal-ventures"
"Onondaga Venture Capital Fund","onondaga-venture-capital-fund-2"
"Pine Street Capital Partners","pine-street-capital-partners"
"Summer Street Capital Partners","summer-street-capital-partners"
"Western New York Business Development Fund","western-new-york-business-development-fund"
"TradeInvest Asset Management","tradeinvest-asset-management"
"Equitek Capital","equitek-capital"
"TVG Capital Partners","tvg-capital-partners"
"DT Ventures","dt-ventures"
"Dynamic Venture Opportunities Fund","dynamic-venture-opportunities-fund"
"Narra Venture Capital","narra-venture-capital"
"Open Prairie Ventures","open-prairie-ventures"
"Excel Partners","excel-partners"
"Naples Ventures","naples-ventures"
"Buffalo Angel Network","buffalo-angel-network"
"Agilent Ventures","agilent-ventures"
"Houlihan Lokey","houlihan-lokey"
"Draper Investment Company","draper-investment-company-llc"
"Thrive Capital","thrive-capital"
"Corsair Capital","corsair-capital"
"WS Ventures Management","ws-ventures-management"
"WS Capital Management","ws-capital-management"
"Argon Venture Partners","argon-venture-partners"
"DSB Bank","dsb-bank"
"PromoPie","promopie"
"Jacobs Capital Group","jacobs-capital-group"
"Discount Investment","discount-investment"
"The Rail Connection","the-rail-connection"
"LinkedIn","linkedin"
"Euro Sales Finance","euro-sales-finance"
"Startl","startl"
"The Michael Kenwood Group","the-michael-kenwood-group"
"Intuitive Venture Partners","intuitive-venture-partners"
"Sunshine Wireless Company","sunshine-wireless-company"
"Boardwalk Insurance Group","boardwalk-insurance-group"
"The Apex Organization, Inc.","the-apex-organization-inc"
"Nanoholdings","nanoholdings"
"UV Partners","uv-partners-2"
"TecVenture Partners","tecventure-partners"
"Columbia Ventures","columbia-ventures"
"Niagara Region Ventures Fund","niagara-region-ventures-fund"
"AOL / Time Warner","aol-time-warner"
"Audible ( Amazon )","audible-amazon"
"Voquette , Clip2, CNET, Wired, Newscorp","voquette-clip2-cnet-wired-newscorp"
"InvestAmerica Investment Advisors","investamerica-investment-advisors"
"Gryphon Management Partners","gryphon-management-partners"
"MM Venture Partners","mm-venture-partners"
"Ocean Energy Institute","ocean-energy-institute"
"Castle Creek Partners","castle-creek-partners"
"DKR Capital","dkr-capital"
" Bluegrass Growth Fund Partners","bluegrass-growth-fund-partners"
"Omicron Capital","omicron-capital"
"GlobeSecNine","globesecnine"
"Pappajohn Capital Resources","pappajohn-capital-resources"
"Principal Financial Group","principal-financial-group"
"Dry Canyon Holdings","dry-canyon-holdings"
"Crescent Technology Ventures","crescent-technology-ventures"
"Hacker Angels","hacker-angels"
"Gestora de Finances per Emprenedor","gestora-de-finances-per-emprenedor"
"Saban","saban"
"MGM","mgm"
"STOC Angel Investment Network","stoc-angel-investment-network"
"BR Ventures","br-ventures"
"CHI Angel","chi-angel"
"MytaxFilings","mytaxfilings"
"StartInvest","startinvest"
"PEYMAN PARSIAN SALIM","peyman-parsian-salim"
"ITC Holding Company","itc-holding-company"
"Quogue Capital","quogue-capital"
"Excel Venture Management","excel-venture-management"
"Tandem Expansion","tandem-expansion"
"International Incubator Hagenberg","international-incubator-hagenberg"
"Wallington Investments","wallington-investments"
"Trendlines Group","trendlines-group"
"Stradbroke Advisors","stradbroke-advisors"
"Softbank Bodhi Fund","softbank-bodhi-fund"
"Sands Capital","sands-capital"
"Elephant Capital","elephant-capital"
"Zions First National Bank","zions-first-national-bank"
"Movex Reviews","movex-reviews"
"Movex","movex"
"BOONSEO","boonseo"
"Microsoft: Bing, Tellme Subsidiary","microsoft-speech-at-microsoft-group-tellme-subsidiary"
"Newport Coast Investments","newport-coast-investments"
"RimLight Capital","rimlight-capital"
"CGI Opportunity Fund II","cgi-opportunity-fund-ii"
"XGYC","xgyc"
"High Line Venture Partners","high-line-venture-partners"
